,loss,epoch,batch,running_loss,acc
0,0.6946133971214294,0,0,0.6946133971214294,0.484375
0,0.6911609172821045,0,1,0.6911609172821045,0.578125
0,0.6979677677154541,0,2,0.6979677677154541,0.390625
0,0.6946336030960083,0,3,0.6946336030960083,0.453125
0,0.6916706562042236,0,4,0.6916706562042236,0.609375
0,0.6929420828819275,0,5,0.6929420828819275,0.515625
0,0.6934823989868164,0,6,0.6934823989868164,0.5
0,0.6930872201919556,0,7,0.6930872201919556,0.53125
0,0.6941495537757874,0,8,0.6941495537757874,0.453125
0,0.6937533617019653,0,9,0.6937533617019653,0.484375
0,0.6931362748146057,0,10,0.6931362748146057,0.5
0,0.6936484575271606,0,11,0.6936484575271606,0.453125
0,0.693422794342041,0,12,0.693422794342041,0.390625
0,0.693011999130249,0,13,0.693011999130249,0.5625
0,0.6930447816848755,0,14,0.6930447816848755,0.53125
0,0.6931387782096863,0,15,0.6931387782096863,0.5
0,0.698162317276001,0,16,0.698162317276001,0.375
0,0.6954861879348755,0,17,0.6954861879348755,0.453125
0,0.6915897130966187,0,18,0.6915897130966187,0.546875
0,0.6973973512649536,0,19,0.6973973512649536,0.40625
0,0.6918349266052246,0,20,0.6918349266052246,0.546875
0,0.693112850189209,0,21,0.693112850189209,0.515625
0,0.6956661939620972,0,22,0.6956661939620972,0.421875
0,0.6928741931915283,0,23,0.6928741931915283,0.53125
0,0.6943120360374451,0,24,0.6943120360374451,0.4375
0,0.6932933926582336,0,25,0.6932933926582336,0.484375
0,0.6930003762245178,0,26,0.6930003762245178,0.578125
0,0.6931623220443726,0,27,0.6931623220443726,0.484375
0,0.694104790687561,0,28,0.694104790687561,0.375
0,0.6932132840156555,0,29,0.6932132840156555,0.484375
0,0.6929505467414856,0,30,0.6929505467414856,0.5
0,0.6929839849472046,0,31,0.6929839849472046,0.515625
0,0.6931479573249817,0,32,0.6931479573249817,0.515625
0,0.6937674880027771,0,33,0.6937674880027771,0.453125
0,0.691454291343689,0,34,0.691454291343689,0.625
